latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp
54.943,79.107,350.8,1.3,1.1,2017-04-29,06:20,T,96,6.0NRT,296.6,84.7
54.939,79.126,351.2,1.3,1.1,2017-04-29,06:20,T,93,6.0NRT,297,83
54.931,79.165,353.2,1.3,1.1,2017-04-29,06:20,T,97,6.0NRT,298.3,91.9
54.927,79.184,328.7,1.3,1.1,2017-04-29,06:20,T,69,6.0NRT,294.5,31.1
54.792,79.844,333.3,1.4,1.2,2017-04-29,06:20,T,73,6.0NRT,293.6,45.8
55.268,77.361,356.4,1.1,1.1,2017-04-29,06:20,T,98,6.0NRT,294.5,87.9
54.979,78.871,311.4,1.3,1.1,2017-04-29,06:20,T,62,6.0NRT,292.4,10.7
54.937,79.082,328.8,1.3,1.1,2017-04-29,06:20,T,52,6.0NRT,295.8,31.4
54.933,79.101,343,1.3,1.1,2017-04-29,06:20,T,93,6.0NRT,297.6,62.1
54.922,79.159,344.3,1.3,1.1,2017-04-29,06:20,T,93,6.0NRT,297.7,67.3
54.918,79.178,332.8,1.3,1.1,2017-04-29,06:20,T,88,6.0NRT,296.5,40.6
54.787,79.817,322.9,1.4,1.2,2017-04-29,06:20,T,82,6.0NRT,293.6,26.8
55.489,76.063,315.5,1.1,1,2017-04-29,06:20,T,41,6.0NRT,294.9,9.1
55.486,76.079,325.3,1.1,1,2017-04-29,06:20,T,82,6.0NRT,294.4,19.6
55.265,77.322,366.2,1.1,1.1,2017-04-29,06:20,T,100,6.0NRT,297.4,117.7
55.262,77.339,344,1.1,1.1,2017-04-29,06:20,T,93,6.0NRT,293.6,52.9
55.259,77.356,328,1.1,1.1,2017-04-29,06:20,T,56,6.0NRT,291.6,24.9
54.97,78.866,309.4,1.3,1.1,2017-04-29,06:20,T,48,6.0NRT,295.2,8.9
54.928,79.076,324.9,1.3,1.1,2017-04-29,06:20,T,83,6.0NRT,296.7,26.8
55.48,76.058,315.2,1.1,1,2017-04-29,06:20,T,61,6.0NRT,294.2,9.9
55.477,76.075,314.2,1.1,1,2017-04-29,06:20,T,58,6.0NRT,293,8.9
55.256,77.317,356.2,1.1,1.1,2017-04-29,06:20,T,98,6.0NRT,295.9,83.6
55.253,77.334,324,1.1,1.1,2017-04-29,06:20,T,39,6.0NRT,292,18.7
55.211,77.557,313.6,1.2,1.1,2017-04-29,06:20,T,67,6.0NRT,291,11.5
54.75,79.887,311.2,1.4,1.2,2017-04-29,06:20,T,30,6.0NRT,292.8,10.6
54.744,79.86,325.7,1.4,1.2,2017-04-29,06:20,T,84,6.0NRT,296.8,31.9
54.74,79.88,319.5,1.4,1.2,2017-04-29,06:20,T,72,6.0NRT,293.5,21.7
55.222,77.392,332.9,1.1,1.1,2017-04-29,06:20,T,87,6.0NRT,290.7,36.3
55.219,77.409,313.8,1.1,1.1,2017-04-29,06:20,T,70,6.0NRT,288.3,11.7
55.241,77.264,308.9,1.1,1.1,2017-04-29,06:20,T,19,6.0NRT,291.2,5.7
55.238,77.281,314.3,1.1,1.1,2017-04-29,06:20,T,66,6.0NRT,292.8,11.2
55.219,77.384,336.8,1.1,1.1,2017-04-29,06:20,T,89,6.0NRT,291.6,42.4
55.216,77.401,326.9,1.1,1.1,2017-04-29,06:20,T,83,6.0NRT,289.9,26.3
55.191,77.539,304.9,1.2,1.1,2017-04-29,06:20,T,36,6.0NRT,289.5,5.5
54.74,79.851,316.4,1.4,1.2,2017-04-29,06:20,T,68,6.0NRT,296.8,17
54.736,79.871,325.6,1.4,1.2,2017-04-29,06:20,T,84,6.0NRT,294.4,32.2
55.21,77.379,315.1,1.1,1.1,2017-04-29,06:20,T,71,6.0NRT,289.3,13.2
55.257,77.012,316.1,1.1,1.1,2017-04-29,06:20,T,65,6.0NRT,298.1,9.9
55.254,77.029,319.3,1.1,1.1,2017-04-29,06:20,T,61,6.0NRT,298.2,13.4
54.688,79.935,360,1.4,1.2,2017-04-29,06:20,T,100,6.0NRT,296.3,138.5
54.684,79.956,431.8,1.4,1.2,2017-04-29,06:20,T,100,6.0NRT,310.1,835
54.68,79.977,393.7,1.4,1.2,2017-04-29,06:20,T,100,6.0NRT,301.1,358.8
55.248,77.007,315.3,1.1,1.1,2017-04-29,06:20,T,35,6.0NRT,298.4,8.6
54.678,79.929,343.3,1.4,1.2,2017-04-29,06:20,T,93,6.0NRT,293.8,74.8
54.674,79.95,399.8,1.4,1.2,2017-04-29,06:20,T,100,6.0NRT,302.3,413.7
54.67,79.971,433.3,1.4,1.2,2017-04-29,06:20,T,100,6.0NRT,311.2,861.1
54.665,79.991,351.1,1.4,1.2,2017-04-29,06:20,T,96,6.0NRT,297.3,100.4
54.673,79.902,345,1.4,1.2,2017-04-29,06:20,T,94,6.0NRT,295.5,75.7
54.668,79.923,343.1,1.4,1.2,2017-04-29,06:20,T,93,6.0NRT,294,68.7
54.664,79.943,354.9,1.4,1.2,2017-04-29,06:20,T,98,6.0NRT,296.4,113.7
54.66,79.964,378.6,1.4,1.2,2017-04-29,06:20,T,100,6.0NRT,300.2,235.3
54.237,71.476,317.2,1,1,2017-04-29,06:20,T,69,6.0NRT,296.5,10.9
54.235,71.491,310.3,1,1,2017-04-29,06:20,T,49,6.0NRT,295.7,4.8
53.908,73.711,321.1,1,1,2017-04-29,06:20,T,72,6.0NRT,298.3,12.1
53.906,73.726,325.1,1,1,2017-04-29,06:20,T,82,6.0NRT,299.1,16.2
53.899,73.707,318.4,1,1,2017-04-29,06:20,T,52,6.0NRT,300.1,9.5
53.897,73.722,315.2,1,1,2017-04-29,06:20,T,51,6.0NRT,299.5,6.7
54.67,67.574,309.2,1.3,1.1,2017-04-29,06:20,T,50,6.0NRT,284.4,10
-21.886,45.174,310.1,2.5,1.5,2017-04-29,06:45,T,56,6.0NRT,296.3,15.4
-22.008,43.924,311.4,3,1.6,2017-04-29,06:45,T,63,6.0NRT,299.3,25.2
26.336,-81.598,305.9,1.4,1.2,2017-04-29,07:00,A,53,6.0NRT,293.4,9.2
26.334,-81.583,387.4,1.4,1.2,2017-04-29,07:00,A,100,6.0NRT,296.9,314.8
26.332,-81.569,315.8,1.4,1.2,2017-04-29,07:00,A,92,6.0NRT,294.4,21.2
26.323,-81.585,309.2,1.4,1.2,2017-04-29,07:00,A,77,6.0NRT,294.3,13.1
22.703,-79.764,307,1.1,1,2017-04-29,07:00,A,70,6.0NRT,294,7
22.702,-79.754,304.6,1.1,1,2017-04-29,07:00,A,61,6.0NRT,293.8,5.4
22.595,-79.579,303.9,1,1,2017-04-29,07:00,A,39,6.0NRT,292.6,5
14.783,-84.701,302.1,1.6,1.3,2017-04-29,07:00,A,46,6.0NRT,291.1,7.8
24.153,112.415,312,2.9,1.6,2017-04-29,06:25,A,61,6.0NRT,292.8,33.3
23.333,100.666,311,1.3,1.1,2017-04-29,06:25,A,61,6.0NRT,294.8,9.8
23.698,102.882,319.8,1,1,2017-04-29,06:25,A,45,6.0NRT,304.2,7.8
23.622,97.54,326.8,2,1.4,2017-04-29,06:25,A,78,6.0NRT,297,58
23.624,97.532,322.9,2,1.4,2017-04-29,06:25,A,74,6.0NRT,297.2,45.6
23.649,97.463,321.8,2.1,1.4,2017-04-29,06:25,A,73,6.0NRT,296.2,41.8
23.646,97.445,367,2.1,1.4,2017-04-29,06:25,A,100,6.0NRT,299.5,292.7
24.658,102.698,325,1,1,2017-04-29,06:25,A,77,6.0NRT,304.9,13.6
22.999,93.386,315.8,4.2,1.9,2017-04-29,06:25,A,58,6.0NRT,295.7,76.3
24.696,102.52,315.3,1,1,2017-04-29,06:25,A,18,6.0NRT,302.2,6.3
24.808,102.535,321.6,1,1,2017-04-29,06:25,A,43,6.0NRT,306.5,10.5
24.817,102.533,321.2,1,1,2017-04-29,06:25,A,23,6.0NRT,306.1,10
24.957,102.972,316.8,1,1,2017-04-29,06:25,A,41,6.0NRT,303.6,8.2
24.955,102.589,321.2,1,1,2017-04-29,06:25,A,31,6.0NRT,300.7,11.4
24.989,102.756,327.6,1,1,2017-04-29,06:25,A,38,6.0NRT,307.4,9
24.988,102.747,328.8,1,1,2017-04-29,06:25,A,49,6.0NRT,306.7,10.5
24.998,102.755,326.5,1,1,2017-04-29,06:25,A,52,6.0NRT,305.6,7.1
25.126,94.934,314.8,2.9,1.6,2017-04-29,06:25,A,50,6.0NRT,293,34.6
25.488,96.694,320.3,2.1,1.4,2017-04-29,06:25,A,76,6.0NRT,296.7,34.2
25.662,97.555,322.5,1.8,1.3,2017-04-29,06:25,A,72,6.0NRT,296.1,32.8
25.674,97.553,317.2,1.8,1.3,2017-04-29,06:25,A,39,6.0NRT,295.5,20
25.489,96.687,313.4,2.1,1.4,2017-04-29,06:25,A,47,6.0NRT,297,14.1
25.668,97.546,325.5,1.8,1.3,2017-04-29,06:25,A,62,6.0NRT,295.6,40.3
25.742,97.551,307.5,1.8,1.3,2017-04-29,06:25,A,50,6.0NRT,294,8.1
25.739,97.531,315.8,1.8,1.3,2017-04-29,06:25,A,71,6.0NRT,295.2,22.7
25.495,96.242,329,2.3,1.5,2017-04-29,06:25,A,79,6.0NRT,293,71.2
25.477,96.151,312.3,2.3,1.5,2017-04-29,06:25,A,22,6.0NRT,292,18.6
25.529,96.278,315.1,2.3,1.5,2017-04-29,06:25,A,59,6.0NRT,294.4,23.5
25.748,97.543,312.9,1.8,1.3,2017-04-29,06:25,A,64,6.0NRT,294.5,16.3
25.744,97.524,311.1,1.8,1.3,2017-04-29,06:25,A,49,6.0NRT,295.4,12.4
25.526,96.274,316,2.3,1.5,2017-04-29,06:25,A,72,6.0NRT,294.4,26.4
55.68,85.07,309.6,1.6,1.2,2017-04-29,06:30,A,57,6.0NRT,293.2,12.1
55.675,85.047,310.6,1.6,1.2,2017-04-29,06:30,A,70,6.0NRT,293.4,13.4
56.805,90.682,301.7,1,1,2017-04-29,06:30,A,33,6.0NRT,285.2,4.7
58.41,107.398,303.3,3.1,1.7,2017-04-29,06:30,A,19,6.0NRT,284.6,29.7
55.708,84.487,320,1.6,1.3,2017-04-29,06:30,A,80,6.0NRT,294,29
55.703,84.463,329,1.6,1.3,2017-04-29,06:30,A,86,6.0NRT,295.2,49.9
58.424,107.445,307.5,3.1,1.7,2017-04-29,06:30,A,65,6.0NRT,282.5,46.7
58.423,107.393,300.9,3.1,1.7,2017-04-29,06:30,A,43,6.0NRT,285.3,28.3
55.714,84.455,316.5,1.6,1.3,2017-04-29,06:30,A,77,6.0NRT,294.3,23.1
58.442,107.605,305.6,3.1,1.7,2017-04-29,06:30,A,59,6.0NRT,282.9,44.6
57.397,93.65,309.3,1,1,2017-04-29,06:30,A,68,6.0NRT,288.1,10.2
57.395,93.634,328.8,1,1,2017-04-29,06:30,A,86,6.0NRT,290.3,29.1
53.767,79.591,308.6,2,1.4,2017-04-29,08:10,A,30,6.0NRT,280.7,18.6
53.765,79.56,319.6,2,1.4,2017-04-29,08:10,A,79,6.0NRT,282,44
53.778,79.558,316.1,2,1.4,2017-04-29,08:10,A,63,6.0NRT,281.1,35
52.949,70.986,315,1,1,2017-04-29,08:10,A,57,6.0NRT,301.3,5.5
52.947,70.971,318.1,1,1,2017-04-29,08:10,A,71,6.0NRT,301.5,8.2
52.482,67.879,328.8,1,1,2017-04-29,08:10,A,74,6.0NRT,297.7,22.4
51.298,61.445,311.3,1.9,1.3,2017-04-29,08:10,A,55,6.0NRT,294,17.2
53.059,70.906,364.8,1,1,2017-04-29,08:10,A,100,6.0NRT,305.4,92.8
53.057,70.891,345.9,1,1,2017-04-29,08:10,A,93,6.0NRT,306.3,46.1
52.483,67.147,344.6,1.1,1,2017-04-29,08:10,A,93,6.0NRT,299.9,47.9
52.48,67.132,334.4,1.1,1,2017-04-29,08:10,A,84,6.0NRT,298.4,28.3
51.308,61.262,326.6,1.9,1.4,2017-04-29,08:10,A,42,6.0NRT,280.7,49.4
51.302,61.236,348.4,1.9,1.4,2017-04-29,08:10,A,94,6.0NRT,298.4,138.9
53.066,70.898,357.4,1,1,2017-04-29,08:10,A,98,6.0NRT,305.8,73.2
53.064,70.883,325.7,1,1,2017-04-29,08:10,A,80,6.0NRT,304.8,16.4
52.482,67.109,323.1,1.1,1,2017-04-29,08:10,A,33,6.0NRT,298.7,13.5
51.311,61.256,354.4,1.9,1.4,2017-04-29,08:10,A,85,6.0NRT,287.9,173.9
51.304,61.23,357.1,1.9,1.4,2017-04-29,08:10,A,96,6.0NRT,301,189.6
52.65,67.936,324.9,1,1,2017-04-29,08:10,A,78,6.0NRT,294.5,18.6
52.557,67.374,344.4,1.1,1,2017-04-29,08:10,A,93,6.0NRT,299.5,48.7
52.554,67.359,323.4,1.1,1,2017-04-29,08:10,A,78,6.0NRT,299.7,14.9
51.423,61.682,314.4,1.8,1.3,2017-04-29,08:10,A,63,6.0NRT,297.2,15.4
51.417,61.657,316.3,1.8,1.3,2017-04-29,08:10,A,53,6.0NRT,300.5,20.4
51.322,61.249,321.7,1.9,1.4,2017-04-29,08:10,A,22,6.0NRT,291.5,34.8
51.316,61.223,337.5,1.9,1.4,2017-04-29,08:10,A,75,6.0NRT,301,85.8
52.566,67.37,334.1,1.1,1,2017-04-29,08:10,A,87,6.0NRT,298.9,29
54.567,73.871,318.6,1.2,1.1,2017-04-29,08:10,A,74,6.0NRT,297.7,13.7
54.565,73.853,320.1,1.2,1.1,2017-04-29,08:10,A,72,6.0NRT,298.6,15.7
51.967,59.049,317.1,2.3,1.5,2017-04-29,08:10,A,47,6.0NRT,302,21.6
52.019,59.198,329.5,2.3,1.5,2017-04-29,08:10,A,83,6.0NRT,301.3,63.8
52.011,59.167,321.2,2.3,1.5,2017-04-29,08:10,A,57,6.0NRT,302.4,32.1
55.239,84.805,309.2,3.6,1.8,2017-04-29,08:10,A,68,6.0NRT,292.4,43.3
55.232,84.855,309.2,3.7,1.8,2017-04-29,08:10,A,61,6.0NRT,291.8,41.6
55.231,84.796,308.8,3.6,1.8,2017-04-29,08:10,A,53,6.0NRT,292.9,40.6
55.168,81.924,302.7,2.7,1.6,2017-04-29,08:10,A,53,6.0NRT,285.6,18
52.024,59.114,315.7,2.3,1.5,2017-04-29,08:10,A,38,6.0NRT,301.8,18.9
54.853,76.289,313.5,1.5,1.2,2017-04-29,08:10,A,53,6.0NRT,286.9,17.2
54.557,73.193,350,1.2,1.1,2017-04-29,08:10,A,96,6.0NRT,297.6,71.3
54.7,74.272,341.9,1.3,1.1,2017-04-29,08:10,A,92,6.0NRT,296.7,59.4
55.323,85.966,306.3,4.1,1.9,2017-04-29,08:10,A,63,6.0NRT,292.7,36.4
55.107,79.201,325.8,2,1.4,2017-04-29,08:10,A,58,6.0NRT,291,53.2
55.123,79.262,316.4,2,1.4,2017-04-29,08:10,A,76,6.0NRT,290.9,32.1
55.121,79.231,336.7,2,1.4,2017-04-29,08:10,A,90,6.0NRT,293.2,95.6
55.119,79.199,326.3,2,1.4,2017-04-29,08:10,A,55,6.0NRT,294,53.2
55.116,79.135,314.2,2,1.4,2017-04-29,08:10,A,44,6.0NRT,291.6,25.1
55.136,79.26,337.8,2,1.4,2017-04-29,08:10,A,91,6.0NRT,292.7,102.2
55.134,79.228,354.2,2,1.4,2017-04-29,08:10,A,97,6.0NRT,296.3,188.5
55.132,79.197,328.2,2,1.4,2017-04-29,08:10,A,57,6.0NRT,293,59.9
55.136,79.255,340.2,2,1.4,2017-04-29,08:10,A,92,6.0NRT,293.4,113.9
55.134,79.224,339.6,2,1.4,2017-04-29,08:10,A,91,6.0NRT,295.8,107
55.132,79.192,326.3,2,1.4,2017-04-29,08:10,A,47,6.0NRT,292.8,54.9
53.738,66.625,324.1,1.1,1,2017-04-29,08:10,A,72,6.0NRT,290.2,18.7
53.735,66.609,334.9,1.1,1,2017-04-29,08:10,A,83,6.0NRT,294.9,33.4
53.744,66.605,379.8,1.1,1,2017-04-29,08:10,A,100,6.0NRT,298.1,164.4
53.741,66.589,354.3,1.1,1,2017-04-29,08:10,A,98,6.0NRT,295.8,75.1
53.738,66.573,323.7,1.1,1,2017-04-29,08:10,A,45,6.0NRT,290.6,20.7
53.753,66.601,378,1.1,1,2017-04-29,08:10,A,100,6.0NRT,294.7,157.8
53.75,66.585,361.9,1.1,1,2017-04-29,08:10,A,100,6.0NRT,292.9,97.8
53.295,63.791,312.3,1.3,1.1,2017-04-29,08:10,A,47,6.0NRT,287.2,12.4
55.488,84.658,316.1,3.6,1.8,2017-04-29,08:10,A,76,6.0NRT,291.8,78.5
54.75,72.843,312.3,1.1,1.1,2017-04-29,08:10,A,66,6.0NRT,292.4,8.4
55.474,82.735,311.9,2.9,1.6,2017-04-29,08:10,A,54,6.0NRT,293.8,39.3
55.473,82.687,318.5,2.9,1.6,2017-04-29,08:10,A,78,6.0NRT,293,63.6
55.941,83.207,305.3,1.8,1.3,2017-04-29,06:30,A,58,6.0NRT,292.1,10.1
57.372,90.33,321.4,1,1,2017-04-29,06:30,A,52,6.0NRT,280.5,20.9
54.963,79.284,326.6,2.8,1.6,2017-04-29,06:30,A,82,6.0NRT,290.7,101
54.952,79.244,322.4,2.8,1.6,2017-04-29,06:30,A,82,6.0NRT,291.7,80.6
54.94,79.204,320.3,2.9,1.6,2017-04-29,06:30,A,33,6.0NRT,291.4,60.3
54.929,79.163,346.8,2.9,1.6,2017-04-29,06:30,A,82,6.0NRT,294.6,225.3
54.931,79.111,345.5,2.9,1.6,2017-04-29,06:30,A,63,6.0NRT,294.7,210
54.917,79.17,338.9,2.9,1.6,2017-04-29,06:30,A,91,6.0NRT,293.9,168.8
54.905,79.13,315.5,2.9,1.6,2017-04-29,06:30,A,20,6.0NRT,293.4,45.4
54.964,79.279,327.7,2.8,1.6,2017-04-29,06:30,A,85,6.0NRT,290.7,111.1
54.953,79.239,319.2,2.8,1.6,2017-04-29,06:30,A,75,6.0NRT,291.4,65.4
54.941,79.199,326.4,2.9,1.6,2017-04-29,06:30,A,51,6.0NRT,291.5,88.5
54.93,79.159,345,2.9,1.6,2017-04-29,06:30,A,81,6.0NRT,294.6,212.1
54.943,79.147,332.5,2.9,1.6,2017-04-29,06:30,A,22,6.0NRT,291.6,118.7
54.932,79.107,346.7,2.9,1.6,2017-04-29,06:30,A,95,6.0NRT,294.7,234.2
54.945,79.096,321,2.9,1.6,2017-04-29,06:30,A,64,6.0NRT,289.8,67.9
58.694,101.276,307.2,1.7,1.3,2017-04-29,06:30,A,65,6.0NRT,280.9,21.4
56.812,86.848,309.6,1.3,1.1,2017-04-29,06:30,A,45,6.0NRT,296,8.7
57.427,90.149,301.3,1,1,2017-04-29,06:30,A,36,6.0NRT,288.6,5.2
54.984,79.061,315.9,2.9,1.6,2017-04-29,06:30,A,76,6.0NRT,292.4,56.2
56.809,86.671,307.6,1.3,1.1,2017-04-29,06:30,A,62,6.0NRT,294,6.6
54.985,79.053,315.2,2.9,1.6,2017-04-29,06:30,A,75,6.0NRT,292.3,53.3
56.225,83.748,312.3,1.7,1.3,2017-04-29,06:30,A,70,6.0NRT,289.5,18.2
55.107,79.198,327.9,2.8,1.6,2017-04-29,06:30,A,85,6.0NRT,291.9,104.7
55.109,79.147,348.3,2.8,1.6,2017-04-29,06:30,A,90,6.0NRT,293.3,255.3
55.098,79.106,316.6,2.8,1.6,2017-04-29,06:30,A,73,6.0NRT,293.2,54.1
55.12,79.232,306.1,2.8,1.6,2017-04-29,06:30,A,42,6.0NRT,291.3,18.3
55.109,79.192,328.1,2.8,1.6,2017-04-29,06:30,A,85,6.0NRT,292.3,105.4
55.11,79.141,349.4,2.8,1.6,2017-04-29,06:30,A,96,6.0NRT,293.6,266.1
55.099,79.101,312.3,2.8,1.6,2017-04-29,06:30,A,72,6.0NRT,293.1,39.4
56.999,86.932,346.2,1.2,1.1,2017-04-29,06:30,A,89,6.0NRT,290.1,72.8
56.995,86.912,347.9,1.2,1.1,2017-04-29,06:30,A,95,6.0NRT,292.7,78.1
57.453,89.289,307.3,1.1,1,2017-04-29,06:30,A,65,6.0NRT,291.3,7.1
57.45,89.272,342,1.1,1,2017-04-29,06:30,A,93,6.0NRT,292.2,50.3
57.183,87.726,314.6,1.2,1.1,2017-04-29,06:30,A,67,6.0NRT,290.7,14.1
57.179,87.708,322.7,1.2,1.1,2017-04-29,06:30,A,71,6.0NRT,291.5,23.4
57.176,87.689,339.9,1.2,1.1,2017-04-29,06:30,A,80,6.0NRT,291.4,51.7
57.172,87.671,328.5,1.2,1.1,2017-04-29,06:30,A,75,6.0NRT,291.7,30.5
57.192,87.72,332.2,1.2,1.1,2017-04-29,06:30,A,59,6.0NRT,291.8,34.6
57.201,87.714,333.5,1.2,1.1,2017-04-29,06:30,A,55,6.0NRT,291.1,36.5
55.394,79.76,310,2.6,1.6,2017-04-29,06:30,A,51,6.0NRT,289.5,33.4
55.384,79.723,310.1,2.6,1.6,2017-04-29,06:30,A,70,6.0NRT,291.1,33.8
57.21,87.708,313.5,1.2,1.1,2017-04-29,06:30,A,60,6.0NRT,288.3,12.7
57.335,88.251,309.2,1.1,1.1,2017-04-29,06:30,A,68,6.0NRT,290.3,9.3
57.332,88.233,309.4,1.1,1.1,2017-04-29,06:30,A,69,6.0NRT,290.3,9.8
55.398,79.749,314.6,2.6,1.6,2017-04-29,06:30,A,65,6.0NRT,290.7,47.3
55.388,79.712,306.5,2.6,1.6,2017-04-29,06:30,A,64,6.0NRT,291.2,23.6
57.294,87.975,316.7,1.1,1.1,2017-04-29,06:30,A,50,6.0NRT,294.2,15.1
55.329,79.385,312.5,2.7,1.6,2017-04-29,06:30,A,73,6.0NRT,289.9,42.4
56.529,84.117,324.1,1.6,1.2,2017-04-29,06:30,A,0,6.0NRT,283.9,41.5
58.107,92.773,323.6,1,1,2017-04-29,06:30,A,82,6.0NRT,291.3,21.8
55.237,78.765,305.2,2.9,1.6,2017-04-29,06:30,A,54,6.0NRT,288.9,22.1
55.277,78.73,318.3,2.9,1.6,2017-04-29,06:30,A,0,6.0NRT,288.1,69
55.265,78.689,308.8,2.9,1.6,2017-04-29,06:30,A,59,6.0NRT,289.1,33.2
55.604,79.797,309.6,2.5,1.5,2017-04-29,06:30,A,69,6.0NRT,286.4,32.9
55.597,79.796,312,2.5,1.5,2017-04-29,06:30,A,72,6.0NRT,286.9,39
58.194,92.396,302.6,1,1,2017-04-29,06:30,A,46,6.0NRT,290.8,4.4
55.512,79.262,303.5,2.7,1.6,2017-04-29,06:30,A,56,6.0NRT,286,19.5
55.501,79.223,305.5,2.7,1.6,2017-04-29,06:30,A,61,6.0NRT,287.2,26.3
55.364,78.327,302.2,3,1.6,2017-04-29,06:30,A,0,6.0NRT,286.4,20.6
55.103,77.44,304.6,3.3,1.7,2017-04-29,06:30,A,59,6.0NRT,287.1,26.4
55.532,78.747,309.1,2.8,1.6,2017-04-29,06:30,A,68,6.0NRT,289,33.3
55.113,77.423,308.6,3.3,1.7,2017-04-29,06:30,A,67,6.0NRT,287.4,41.2
55.534,78.737,308.1,2.8,1.6,2017-04-29,06:30,A,66,6.0NRT,289,32.2
55.39,78.24,302.3,3,1.6,2017-04-29,06:30,A,39,6.0NRT,286.1,18.6
54.884,76.445,355.7,3.7,1.8,2017-04-29,06:30,A,93,6.0NRT,293.5,481.6
54.868,76.394,317,3.7,1.8,2017-04-29,06:30,A,68,6.0NRT,291.4,78.1
55.209,77.392,321.8,3.3,1.7,2017-04-29,06:30,A,81,6.0NRT,287,103.9
55.195,77.346,306.8,3.3,1.7,2017-04-29,06:30,A,64,6.0NRT,287.1,34
55.153,77.205,320.5,3.4,1.7,2017-04-29,06:30,A,80,6.0NRT,288.1,94.4
55.139,77.158,313.6,3.4,1.7,2017-04-29,06:30,A,74,6.0NRT,290.1,59.3
54.99,76.607,310,3.6,1.8,2017-04-29,06:30,A,29,6.0NRT,291,40.2
54.907,76.487,371.2,3.7,1.8,2017-04-29,06:30,A,75,6.0NRT,289.6,765.6
54.89,76.436,338.7,3.7,1.8,2017-04-29,06:30,A,91,6.0NRT,292,250.4
55.205,77.393,318.7,3.3,1.7,2017-04-29,06:30,A,79,6.0NRT,286.7,85.4
55.191,77.347,303.8,3.3,1.7,2017-04-29,06:30,A,57,6.0NRT,286.9,22.1
55.148,77.206,314.9,3.4,1.7,2017-04-29,06:30,A,75,6.0NRT,287.5,62
55.134,77.159,306.9,3.4,1.7,2017-04-29,06:30,A,36,6.0NRT,289.4,27.9
55.162,77.194,310.5,3.4,1.7,2017-04-29,06:30,A,47,6.0NRT,289.3,39.5
55.26,77.342,332.7,3.3,1.7,2017-04-29,06:30,A,88,6.0NRT,289,169.6
55.246,77.295,316.3,3.3,1.7,2017-04-29,06:30,A,77,6.0NRT,289.4,66.7
55.025,76.571,327.4,3.6,1.8,2017-04-29,06:30,A,20,6.0NRT,292.5,122.5
54.864,76.055,306.2,3.8,1.8,2017-04-29,06:30,A,63,6.0NRT,291.2,28.9
55.055,76.607,327.9,3.6,1.8,2017-04-29,06:30,A,34,6.0NRT,289.5,127
55.039,76.557,335.2,3.6,1.8,2017-04-29,06:30,A,57,6.0NRT,292.3,189.2
55.053,76.544,322.5,3.6,1.8,2017-04-29,06:30,A,81,6.0NRT,290.8,106.1
55.173,76.876,317.8,3.5,1.8,2017-04-29,06:30,A,64,6.0NRT,289.2,74.7
55.158,76.827,345.3,3.5,1.8,2017-04-29,06:30,A,94,6.0NRT,291.3,294.1
55.143,76.778,329.8,3.5,1.8,2017-04-29,06:30,A,61,6.0NRT,291.5,143.1
55.172,76.814,347,3.5,1.8,2017-04-29,06:30,A,95,6.0NRT,292.4,308.5
55.157,76.765,325.8,3.5,1.8,2017-04-29,06:30,A,51,6.0NRT,292.9,110.5
54.954,76.105,312.8,3.8,1.8,2017-04-29,06:30,A,72,6.0NRT,292.4,55.3
55.062,76.592,335.5,3.6,1.8,2017-04-29,06:30,A,77,6.0NRT,290.9,199.1
55.046,76.542,338.7,3.6,1.8,2017-04-29,06:30,A,91,6.0NRT,292,232.5
55.167,76.873,313.3,3.5,1.8,2017-04-29,06:30,A,63,6.0NRT,289.4,52.1
55.152,76.825,338,3.5,1.8,2017-04-29,06:30,A,91,6.0NRT,290.9,225.7
55.137,76.776,313.7,3.5,1.8,2017-04-29,06:30,A,38,6.0NRT,290.6,50.9
55.181,76.86,328.5,3.5,1.8,2017-04-29,06:30,A,85,6.0NRT,290.1,141.7
55.166,76.811,355.1,3.5,1.8,2017-04-29,06:30,A,98,6.0NRT,292.9,427.6
55.151,76.763,330.5,3.5,1.8,2017-04-29,06:30,A,87,6.0NRT,293,156.2
55.136,76.714,314.1,3.5,1.8,2017-04-29,06:30,A,64,6.0NRT,290.8,55.5
54.945,76.105,312.3,3.8,1.8,2017-04-29,06:30,A,71,6.0NRT,292.3,57
55.239,76.991,319.1,3.4,1.7,2017-04-29,06:30,A,68,6.0NRT,294.2,87.7
55.589,77.993,321.3,3,1.7,2017-04-29,06:30,A,69,6.0NRT,283.6,82.2
55.407,77.373,322.1,3.2,1.7,2017-04-29,06:30,A,76,6.0NRT,287,98.1
55.552,77.751,315,3.1,1.7,2017-04-29,06:30,A,46,6.0NRT,291.5,52.8
55.112,76.281,308,3.7,1.8,2017-04-29,06:30,A,57,6.0NRT,291.8,40.7
55.588,77.991,318,3,1.7,2017-04-29,06:30,A,62,6.0NRT,283.5,67.6
55.404,77.373,323.5,3.2,1.7,2017-04-29,06:30,A,71,6.0NRT,287,105.6
55.551,77.75,315.3,3.1,1.7,2017-04-29,06:30,A,69,6.0NRT,291.5,58.3
55.119,76.272,309.2,3.7,1.8,2017-04-29,06:30,A,64,6.0NRT,292.1,44.9
55.066,75.986,310.6,3.8,1.8,2017-04-29,06:30,A,68,6.0NRT,291.1,50.5
